,bikeid,checkout_time,duration_minutes,end_station_id,end_station_name,month,start_station_id,start_station_name,start_time,subscriber_type,trip_id,year,date,temp_high_F,temp_avg_F,temp_low_F,dew_point_high_F,dew_point_avg_F,dew_point_low_F,humidity_high_percent,humidity_avg_percent,humidity_low_percent,sea_level_pressure_high_inches,sea_level_pressure_avg_inches,sea_level_pressure_low_inches,visiblility_high_miles,visiblility_avg_miles,visiblility_low_miles,wind_high_MPH,wind_avg_MPH,wind_low_MPH,precipitaion_sum_inches,events
10,140,13:12:00,10,2496,8th & Congress,3,2504,South Congress & Elizabeth,13:12:00,Walk Up,9900081490,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
11,479,21:12:00,6,2495,4th & Congress,3,2552,3rd & West,21:12:00,Walk Up,9900083328,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
12,446,20:12:00,14,2537,West & 6th St.,3,2549,Long Center @ South 1st & Riverside,20:12:00,Walk Up,9900083146,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
13,981,19:12:00,5,2552,3rd & West,3,2575,Riverside @ S. Lamar,19:12:00,Local365,9900083070,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
14,983,16:12:00,17,2501,5th & Bowie,3,2562,San Jacinto & 8th Street,16:12:00,Walk Up,9900082122,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
15,398,20:12:00,42,2498,Convention Center / 4th St. @ MetroRail,3,2549,Long Center @ South 1st & Riverside,20:12:00,Walk Up,9900083120,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
16,208,14:12:00,13,2548,UT West Mall @ Guadalupe,3,2550,Republic Square @ Guadalupe & 4th St.,14:12:00,Walk Up,9900081609,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
17,789,17:12:00,8,2498,Convention Center / 4th St. @ MetroRail,3,1008,Nueces @ 3rd,17:12:00,Local365,9900082433,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
18,528,13:12:00,47,2536,Waller & 6th St.,3,2502,Barton Springs & Riverside,13:12:00,Walk Up,9900081504,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
19,228,15:12:00,15,2538,Bullock Museum @ Congress & MLK,3,2538,Bullock Museum @ Congress & MLK,15:12:00,Walk Up,9900081755,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
20,520,20:12:00,22,2542,Plaza Saltillo,3,2549,Long Center @ South 1st & Riverside,20:12:00,Walk Up,9900083240,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
21,465,14:12:00,1,2550,Republic Square @ Guadalupe & 4th St.,3,2550,Republic Square @ Guadalupe & 4th St.,14:12:00,Local365,9900081659,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
22,284,19:12:00,8,2542,Plaza Saltillo,3,2498,Convention Center / 4th St. @ MetroRail,19:12:00,Walk Up,9900083093,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
23,547,11:12:00,8,2498,Convention Center / 4th St. @ MetroRail,3,2569,East 11th St. & San Marcos,11:12:00,Walk Up,9900081076,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
24,229,19:12:00,14,2550,Republic Square @ Guadalupe & 4th St.,3,2570,South Congress & Academy,19:12:00,Walk Up,9900083029,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
25,206,12:12:00,6,2499,City Hall / Lavaca & 2nd,3,2549,Long Center @ South 1st & Riverside,12:12:00,Walk Up,9900081337,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
26,661,14:12:00,4,2498,Convention Center / 4th St. @ MetroRail,3,2563,Davis at Rainey Street,14:12:00,7-Day,9900081596,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
27,571,19:12:00,23,2539,Convention Center / 3rd & Trinity,3,2564,5th & San Marcos,19:12:00,Walk Up,9900082962,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
28,861,17:12:00,12,2549,Long Center @ South 1st & Riverside,3,2501,5th & Bowie,17:12:00,Walk Up,9900082315,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
29,775,13:12:00,10,2495,4th & Congress,3,2501,5th & Bowie,13:12:00,Local365,9900081436,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
30,509,21:12:00,9,2501,5th & Bowie,3,2496,8th & Congress,21:12:00,Walk Up,9900083394,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
31,177,20:12:00,15,2498,Convention Center / 4th St. @ MetroRail,3,2501,5th & Bowie,20:12:00,Walk Up,9900083176,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
32,46,19:12:00,13,2495,4th & Congress,3,2563,Davis at Rainey Street,19:12:00,Walk Up,9900083018,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
33,428,18:12:00,17,2575,Riverside @ S. Lamar,3,2572,Barton Springs Pool,18:12:00,Explorer,9900082707,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
34,894,8:12:00,7,2539,Convention Center / 3rd & Trinity,3,2502,Barton Springs & Riverside,08:12:00,Walk Up,9900080882,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
35,965,23:12:00,103,2571,Red River & 8th Street,3,2571,Red River & 8th Street,23:12:00,Walk Up,9900083640,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
36,161,0:12:00,41,2567,Palmer Auditorium,3,2498,Convention Center / 4th St. @ MetroRail,00:12:00,Walk Up,9900080750,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
37,183,14:12:00,6,2494,2nd & Congress,3,2539,Convention Center / 3rd & Trinity,14:12:00,Walk Up,9900081552,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
38,696,15:12:00,18,2497,Capitol Station / Congress & 11th,3,2565,Trinity & 6th Street,15:12:00,Walk Up,9900081761,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
39,55,19:12:00,1,2547,Guadalupe & 21st,3,2547,Guadalupe & 21st,19:12:00,Walk Up,9900082921,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
40,693,14:12:00,10,2552,3rd & West,3,2539,Convention Center / 3rd & Trinity,14:12:00,Founding Member,9900081726,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
41,78,15:12:00,3,2571,Red River & 8th Street,3,2498,Convention Center / 4th St. @ MetroRail,15:12:00,Local365,9900081911,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
42,706,22:12:00,13,2544,East 6th & Pedernales St.,3,2498,Convention Center / 4th St. @ MetroRail,22:12:00,7-Day,9900083493,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
43,25,16:12:00,38,2571,Red River & 8th Street,3,2498,Convention Center / 4th St. @ MetroRail,16:12:00,Local30,9900082265,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
44,922,21:12:00,5,2564,5th & San Marcos,3,2539,Convention Center / 3rd & Trinity,21:12:00,Walk Up,9900083390,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
45,976,12:12:00,14,2712,Toomey Rd @ South Lamar,3,2496,8th & Congress,12:12:00,Local365,9900081328,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
46,878,21:12:00,6,2563,Davis at Rainey Street,3,2571,Red River & 8th Street,21:12:00,Walk Up,9900083344,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
47,965,16:12:00,6,2539,Convention Center / 3rd & Trinity,3,2565,Trinity & 6th Street,16:12:00,Walk Up,9900082158,2015,2015-03-19,83,73,63,66,64,61,100,79,58,30,29.95,29.88,10,8,2,12,5,17,0, 
48,166,16:03:47,60,2574,Zilker Park,10,2549,Long Center @ South 1st & Riverside,16:03:47,Walk Up,12623522,2016,2016-10-30,87,76,65,67,63,54,100,67,34,30.18,30.11,30.07,10,10,8,10,2,14,0, 
49,509,11:00:25,415,2495,4th & Congress,10,2499,City Hall / Lavaca & 2nd,11:00:25,Walk Up,12619548,2016,2016-10-30,87,76,65,67,63,54,100,67,34,30.18,30.11,30.07,10,10,8,10,2,14,0, 
50,539,2:27:01,24,2547,Guadalupe & 21st,10,2707,Rainey St @ Cummings,02:27:01,Walk Up,12617737,2016,2016-10-30,87,76,65,67,63,54,100,67,34,30.18,30.11,30.07,10,10,8,10,2,14,0, 
51,849,9:04:02,13,2538,Bullock Museum @ Congress & MLK,10,3390,Brazos & 6th,09:04:02,Walk Up,12618506,2016,2016-10-30,87,76,65,67,63,54,100,67,34,30.18,30.11,30.07,10,10,8,10,2,14,0, 
52,981,9:03:25,14,2538,Bullock Museum @ Congress & MLK,10,3390,Brazos & 6th,09:03:25,Walk Up,12618503,2016,2016-10-30,87,76,65,67,63,54,100,67,34,30.18,30.11,30.07,10,10,8,10,2,14,0, 
53,301,18:15:42,12,3377,MoPac Pedestrian Bridge @ Veterans Drive,10,2494,2nd & Congress,18:15:42,Local30,12625229,2016,2016-10-30,87,76,65,67,63,54,100,67,34,30.18,30.11,30.07,10,10,8,10,2,14,0, 
54,367,18:28:50,335,2711,Barton Springs @ Kinney Ave,10,2540,17th & Guadalupe,18:28:50,Walk Up,12625351,2016,2016-10-30,87,76,65,67,63,54,100,67,34,30.18,30.11,30.07,10,10,8,10,2,14,0, 
55,124,9:48:55,34,2572,Barton Springs Pool,10,2572,Barton Springs Pool,09:48:55,Walk Up,12618876,2016,2016-10-30,87,76,65,67,63,54,100,67,34,30.18,30.11,30.07,10,10,8,10,2,14,0, 
56,930,15:55:12,219,3455,Republic Square @ Federal Courthouse Plaza,10,3455,Republic Square @ Federal Courthouse Plaza,15:55:12,Walk Up,12623402,2016,2016-10-30,87,76,65,67,63,54,100,67,34,30.18,30.11,30.07,10,10,8,10,2,14,0, 
57,468,1:49:16,8,2547,Guadalupe & 21st,10,2496,8th & Congress,01:49:16,Walk Up,12617657,2016,2016-10-30,87,76,65,67,63,54,100,67,34,30.18,30.11,30.07,10,10,8,10,2,14,0, 
58,132,15:25:19,47,2563,Davis at Rainey Street,10,2498,Convention Center / 4th St. @ MetroRail,15:25:19,Walk Up,12622983,2016,2016-10-30,87,76,65,67,63,54,100,67,34,30.18,30.11,30.07,10,10,8,10,2,14,0, 
59,247,17:53:06,21,2552,3rd & West,10,2711,Barton Springs @ Kinney Ave,17:53:06,Walk Up,12624949,2016,2016-10-30,87,76,65,67,63,54,100,67,34,30.18,30.11,30.07,10,10,8,10,2,14,0, 
60,507,11:50:40,32,2707,Rainey St @ Cummings,10,2707,Rainey St @ Cummings,11:50:40,Walk Up,12620078,2016,2016-10-30,87,76,65,67,63,54,100,67,34,30.18,30.11,30.07,10,10,8,10,2,14,0, 
61,80,17:52:36,3,2501,5th & Bowie,3,2501,5th & Bowie,17:52:36,Walk Up,9076976,2016,2016-03-11,71,65,59,63,61,57,100,87,73,29.97,29.93,29.87,10,7,2,9,3,15,0.36,"Rain , Thunderstorm"
62,134,18:06:47,22,2536,Waller & 6th St.,3,2499,City Hall / Lavaca & 2nd,18:06:47,Walk Up,9077206,2016,2016-03-11,71,65,59,63,61,57,100,87,73,29.97,29.93,29.87,10,7,2,9,3,15,0.36,"Rain , Thunderstorm"
63,550,16:36:32,24,2567,Palmer Auditorium,3,2498,Convention Center / 4th St. @ MetroRail,16:36:32,Walk Up,9075584,2016,2016-03-11,71,65,59,63,61,57,100,87,73,29.97,29.93,29.87,10,7,2,9,3,15,0.36,"Rain , Thunderstorm"
64,610,8:59:55,18,2499,City Hall / Lavaca & 2nd,3,2544,East 6th & Pedernales St.,08:59:55,Local365,9066987,2016,2016-03-11,71,65,59,63,61,57,100,87,73,29.97,29.93,29.87,10,7,2,9,3,15,0.36,"Rain , Thunderstorm"
65,805,16:35:49,24,2494,2nd & Congress,3,2563,Davis at Rainey Street,16:35:49,Walk Up,9075561,2016,2016-03-11,71,65,59,63,61,57,100,87,73,29.97,29.93,29.87,10,7,2,9,3,15,0.36,"Rain , Thunderstorm"
66,409,13:06:36,23,2539,Convention Center / 3rd & Trinity,3,2536,Waller & 6th St.,13:06:36,Walk Up,9070333,2016,2016-03-11,71,65,59,63,61,57,100,87,73,29.97,29.93,29.87,10,7,2,9,3,15,0.36,"Rain , Thunderstorm"
67,425,15:23:42,13,2495,4th & Congress,3,2497,Capitol Station / Congress & 11th,15:23:42,Walk Up,9073697,2016,2016-03-11,71,65,59,63,61,57,100,87,73,29.97,29.93,29.87,10,7,2,9,3,15,0.36,"Rain , Thunderstorm"
68,75,17:05:00,6,2569,East 11th St. & San Marcos,3,2564,5th & San Marcos,17:05:00,Local30,9076166,2016,2016-03-11,71,65,59,63,61,57,100,87,73,29.97,29.93,29.87,10,7,2,9,3,15,0.36,"Rain , Thunderstorm"
69,273,10:52:41,16,2563,Davis at Rainey Street,3,3293,East 2nd & Pedernales,10:52:41,Walk Up,9068403,2016,2016-03-11,71,65,59,63,61,57,100,87,73,29.97,29.93,29.87,10,7,2,9,3,15,0.36,"Rain , Thunderstorm"
70,41,11:58:17,31,2499,City Hall / Lavaca & 2nd,3,2503,South Congress & James,11:58:17,Walk Up,9069291,2016,2016-03-11,71,65,59,63,61,57,100,87,73,29.97,29.93,29.87,10,7,2,9,3,15,0.36,"Rain , Thunderstorm"
71,178,16:34:35,8,2502,Barton Springs & Riverside,3,2711,Barton Springs @ Kinney Ave,16:34:35,Local365,9075536,2016,2016-03-11,71,65,59,63,61,57,100,87,73,29.97,29.93,29.87,10,7,2,9,3,15,0.36,"Rain , Thunderstorm"
72,925,18:31:38,5,2494,2nd & Congress,3,2498,Convention Center / 4th St. @ MetroRail,18:31:38,Local365,9077520,2016,2016-03-11,71,65,59,63,61,57,100,87,73,29.97,29.93,29.87,10,7,2,9,3,15,0.36,"Rain , Thunderstorm"
73,127,16:05:44,14,2496,8th & Congress,3,2549,Long Center @ South 1st & Riverside,16:05:44,Local365,9074815,2016,2016-03-11,71,65,59,63,61,57,100,87,73,29.97,29.93,29.87,10,7,2,9,3,15,0.36,"Rain , Thunderstorm"
74,46,10:33:04,14,2498,Convention Center / 4th St. @ MetroRail,3,2537,West & 6th St.,10:33:04,Weekender,9068154,2016,2016-03-11,71,65,59,63,61,57,100,87,73,29.97,29.93,29.87,10,7,2,9,3,15,0.36,"Rain , Thunderstorm"
75,850,15:26:16,8,2544,East 6th & Pedernales St.,3,2542,Plaza Saltillo,15:26:16,Local30,9073786,2016,2016-03-11,71,65,59,63,61,57,100,87,73,29.97,29.93,29.87,10,7,2,9,3,15,0.36,"Rain , Thunderstorm"
76,86,13:40:21,8,2570,South Congress & Academy,3,2499,City Hall / Lavaca & 2nd,13:40:21,Local365,9070955,2016,2016-03-11,71,65,59,63,61,57,100,87,73,29.97,29.93,29.87,10,7,2,9,3,15,0.36,"Rain , Thunderstorm"
77,561,9:39:34,4,3390,Brazos & 6th,3,2494,2nd & Congress,09:39:34,Founding Member,9067445,2016,2016-03-11,71,65,59,63,61,57,100,87,73,29.97,29.93,29.87,10,7,2,9,3,15,0.36,"Rain , Thunderstorm"
78,432,14:12:00,27,2501,5th & Bowie,11,2503,South Congress & James,14:12:00,24-Hour Kiosk (Austin B-cycle),9900319247,2014,2014-11-23,81,67,53,57,48,39,100,62,23,29.84,29.64,29.51,10,10,10,16,5,27,0, 
79,157,12:12:00,22,2569,East 11th St. & San Marcos,11,2544,East 6th & Pedernales St.,12:12:00,24-Hour Kiosk (Austin B-cycle),9900319111,2014,2014-11-23,81,67,53,57,48,39,100,62,23,29.84,29.64,29.51,10,10,10,16,5,27,0, 
80,188,10:12:00,35,2562,San Jacinto & 8th Street,11,2572,Barton Springs Pool,10:12:00,Annual Membership (GREENbike),9900319038,2014,2014-11-23,81,67,53,57,48,39,100,62,23,29.84,29.64,29.51,10,10,10,16,5,27,0, 
81,400,15:43:22,28,2572,Barton Springs Pool,4,2572,Barton Springs Pool,15:43:22,Walk Up,14468657,2017,2017-04-16,84,77,69,68,66,65,90,73,55,30.06,30.01,29.95,10,10,10,14,6,21,0, 
82,288,14:41:04,36,2497,Capitol Station / Congress & 11th,4,2563,Davis at Rainey Street,14:41:04,Walk Up,14467635,2017,2017-04-16,84,77,69,68,66,65,90,73,55,30.06,30.01,29.95,10,10,10,14,6,21,0, 
83,670,15:58:26,2,3621,Nueces & 3rd,4,3621,Nueces & 3rd,15:58:26,Walk Up,14468898,2017,2017-04-16,84,77,69,68,66,65,90,73,55,30.06,30.01,29.95,10,10,10,14,6,21,0, 
84,553,13:19:32,0,2503,South Congress & James,4,2503,South Congress & James,13:19:32,Walk Up,14466403,2017,2017-04-16,84,77,69,68,66,65,90,73,55,30.06,30.01,29.95,10,10,10,14,6,21,0, 
85,270,14:49:54,10,2542,Plaza Saltillo,4,2563,Davis at Rainey Street,14:49:54,Local365,14467766,2017,2017-04-16,84,77,69,68,66,65,90,73,55,30.06,30.01,29.95,10,10,10,14,6,21,0, 
86,214,9:46:04,16,2575,Riverside @ S. Lamar,4,2503,South Congress & James,09:46:04,Walk Up,14463782,2017,2017-04-16,84,77,69,68,66,65,90,73,55,30.06,30.01,29.95,10,10,10,14,6,21,0, 
87,571,15:20:29,43,2549,Long Center @ South 1st & Riverside,4,2711,Barton Springs @ Kinney Ave,15:20:29,Walk Up,14468276,2017,2017-04-16,84,77,69,68,66,65,90,73,55,30.06,30.01,29.95,10,10,10,14,6,21,0, 
88,395,18:46:45,133,2539,Convention Center / 3rd & Trinity,4,2711,Barton Springs @ Kinney Ave,18:46:45,Walk Up,14471395,2017,2017-04-16,84,77,69,68,66,65,90,73,55,30.06,30.01,29.95,10,10,10,14,6,21,0, 
89,968,13:50:41,55,2711,Barton Springs @ Kinney Ave,4,2552,3rd & West,13:50:41,Walk Up,14466838,2017,2017-04-16,84,77,69,68,66,65,90,73,55,30.06,30.01,29.95,10,10,10,14,6,21,0, 
90,646,14:10:12,25,2707,Rainey St @ Cummings,4,2707,Rainey St @ Cummings,14:10:12,Walk Up,14467159,2017,2017-04-16,84,77,69,68,66,65,90,73,55,30.06,30.01,29.95,10,10,10,14,6,21,0, 
91,360,16:39:40,22,3455,Republic Square @ Federal Courthouse Plaza,4,2503,South Congress & James,16:39:40,Walk Up,14469604,2017,2017-04-16,84,77,69,68,66,65,90,73,55,30.06,30.01,29.95,10,10,10,14,6,21,0, 
92,661,16:14:51,63,2823,Capital Metro HQ - East 5th at Broadway,4,2823,Capital Metro HQ - East 5th at Broadway,16:14:51,Local365 Youth with helmet (age 13-17 riders),14469197,2017,2017-04-16,84,77,69,68,66,65,90,73,55,30.06,30.01,29.95,10,10,10,14,6,21,0, 
93,551,15:08:43,29,2499,City Hall / Lavaca & 2nd,4,2547,Guadalupe & 21st,15:08:43,Weekender,14468082,2017,2017-04-16,84,77,69,68,66,65,90,73,55,30.06,30.01,29.95,10,10,10,14,6,21,0, 
94,282,11:12:00,18,2504,South Congress & Elizabeth,5,2498,Convention Center / 4th St. @ MetroRail,11:12:00,Walk Up,9900153097,2015,2015-05-29,89,77,64,73,66,63,100,76,51,30.03,29.95,29.81,10,8,1,21,5,33,0.67,"Rain , Thunderstorm"
95,141,15:12:00,18,2575,Riverside @ S. Lamar,5,2501,5th & Bowie,15:12:00,Local365,9900153357,2015,2015-05-29,89,77,64,73,66,63,100,76,51,30.03,29.95,29.81,10,8,1,21,5,33,0.67,"Rain , Thunderstorm"
96,528,17:12:00,25,2502,Barton Springs & Riverside,5,2498,Convention Center / 4th St. @ MetroRail,17:12:00,Walk Up,9900153428,2015,2015-05-29,89,77,64,73,66,63,100,76,51,30.03,29.95,29.81,10,8,1,21,5,33,0.67,"Rain , Thunderstorm"
97,925,15:12:00,29,2537,West & 6th St.,5,2540,17th & Guadalupe,15:12:00,Local30,9900153370,2015,2015-05-29,89,77,64,73,66,63,100,76,51,30.03,29.95,29.81,10,8,1,21,5,33,0.67,"Rain , Thunderstorm"
98,412,17:12:00,9,2549,Long Center @ South 1st & Riverside,5,2495,4th & Congress,17:12:00,Walk Up,9900153431,2015,2015-05-29,89,77,64,73,66,63,100,76,51,30.03,29.95,29.81,10,8,1,21,5,33,0.67,"Rain , Thunderstorm"
99,621,8:12:00,1,2542,Plaza Saltillo,5,2542,Plaza Saltillo,08:12:00,Local365,9900153022,2015,2015-05-29,89,77,64,73,66,63,100,76,51,30.03,29.95,29.81,10,8,1,21,5,33,0.67,"Rain , Thunderstorm"
100,528,15:12:00,26,2498,Convention Center / 4th St. @ MetroRail,5,2548,UT West Mall @ Guadalupe,15:12:00,Walk Up,9900153358,2015,2015-05-29,89,77,64,73,66,63,100,76,51,30.03,29.95,29.81,10,8,1,21,5,33,0.67,"Rain , Thunderstorm"
101,60,17:12:00,13,2497,Capitol Station / Congress & 11th,5,2547,Guadalupe & 21st,17:12:00,Walk Up,9900153442,2015,2015-05-29,89,77,64,73,66,63,100,76,51,30.03,29.95,29.81,10,8,1,21,5,33,0.67,"Rain , Thunderstorm"
102,765,23:02:28,31,1007,Lavaca & 6th,7,3291,11th & San Jacinto,23:02:28,Walk Up,11125150,2016,2016-07-26,93,84,75,77,75,71,100,76,52,29.98,29.93,29.87,10,7,1,9,2,17,0.08,"Rain , Thunderstorm"
103,507,13:18:57,32,2570,South Congress & Academy,7,2711,Barton Springs @ Kinney Ave,13:18:57,Walk Up,11115755,2016,2016-07-26,93,84,75,77,75,71,100,76,52,29.98,29.93,29.87,10,7,1,9,2,17,0.08,"Rain , Thunderstorm"
104,262,10:44:10,33,3377,MoPac Pedestrian Bridge @ Veterans Drive,7,3377,MoPac Pedestrian Bridge @ Veterans Drive,10:44:10,Walk Up,11113723,2016,2016-07-26,93,84,75,77,75,71,100,76,52,29.98,29.93,29.87,10,7,1,9,2,17,0.08,"Rain , Thunderstorm"
105,117,8:50:12,10,2539,Convention Center / 3rd & Trinity,7,2537,West & 6th St.,08:50:12,Local365,11112221,2016,2016-07-26,93,84,75,77,75,71,100,76,52,29.98,29.93,29.87,10,7,1,9,2,17,0.08,"Rain , Thunderstorm"
106,669,19:09:10,5,3455,Republic Square @ Federal Courthouse Plaza,7,2575,Riverside @ S. Lamar,19:09:10,Local365,11122652,2016,2016-07-26,93,84,75,77,75,71,100,76,52,29.98,29.93,29.87,10,7,1,9,2,17,0.08,"Rain , Thunderstorm"
107,79,18:12:00,5,2502,Barton Springs & Riverside,1,2494,2nd & Congress,18:12:00,Local365,9900005519,2015,2015-01-15,59,49,38,38,36,34,92,68,43,30.4,30.33,30.29,10,9,6,12,4,19,0, 
108,452,18:12:00,4,2550,Republic Square @ Guadalupe & 4th St.,1,2501,5th & Bowie,18:12:00,Local365,9900005507,2015,2015-01-15,59,49,38,38,36,34,92,68,43,30.4,30.33,30.29,10,9,6,12,4,19,0, 
109,247,13:12:00,0,2494,2nd & Congress,5,2494,2nd & Congress,13:12:00,24-Hour Kiosk (Austin B-cycle),9900126915,2014,2014-05-05,92,76,60,59,56,44,90,61,32,30.01,29.91,29.79,10,10,10,16,8,27,0, 
110,503,23:12:00,6,2565,Trinity & 6th Street,5,2536,Waller & 6th St.,23:12:00,24-Hour Kiosk (Austin B-cycle),9900127138,2014,2014-05-05,92,76,60,59,56,44,90,61,32,30.01,29.91,29.79,10,10,10,16,8,27,0, 
